,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5830,spotify:track:4Tid4MwqgR1CfKCun3tFon,15,Kings of Summer - Single Version,7/20/2016,64,FALSE,0.734,0.661,11,-6.705,1,0.0356,0.222,2.18E-06,0.201,0.253,134.93,207881
5831,spotify:track:12rhvKDK2FfHTZZ1sSAHDG,12,Cringe,4/5/2019,66,FALSE,0.729,0.474,5,-7.724,1,0.0553,0.0652,0,0.0758,0.443,126.047,216213
5832,spotify:track:1FlIzyCvRFQUE4pc7PiaIo,10,High Hopes - Don Diablo Remix,1/11/2019,63,FALSE,0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714
5834,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,67,So Close,11/2/2018,77,FALSE,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08E-06,0.103,0.761,125.03,190302
5835,spotify:track:0MOiv7WTXCqvm89lVCf9C8,10,Million Voices - Radio Edit,1/1/2012,67,FALSE,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,192867
5836,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,28,Never Be the Same,1/12/2018,73,FALSE,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973
5838,spotify:track:5sIx4BlfYGuZeSLF40N9GH,28,Remind Me to Forget,3/16/2018,72,FALSE,0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,217287
5839,spotify:track:3nAq2hCr1oWsIU54tS98pL,40,Waves,6/10/2016,73,TRUE,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33E-06,0.339,0.0681,96.091,181573
5840,spotify:track:6RKGBcDtgzXx21zUjpeu6F,43,Cold Cold Man,8/16/2014,68,FALSE,0.613,0.661,9,-4.984,1,0.0263,0.00652,0,0.0976,0.509,110.978,230773
5841,spotify:track:4gHSezW5CHZCvjAUjF2pd5,21,Another Day in Paradise,4/28/2015,65,FALSE,0.652,0.802,11,-5.308,1,0.0669,0.161,0,0.143,0.559,167.952,255000
5842,spotify:track:556l9P7WVZVyYUBjT1YFTT,25,When I'm Down,10/21/2016,70,FALSE,0.827,0.769,7,-4.058,1,0.126,0.209,9.54E-05,0.091,0.491,93.986,164681
5844,spotify:track:1e9oZCCiX42nJl0AcqriVo,143,Watermelon Sugar,11/17/2019,84,FALSE,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
5845,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,156,Adore You,12/6/2019,82,FALSE,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133
5846,spotify:track:0ecM7uGyjgJnBliXS2fPP9,15,Morocco,9/10/2013,61,FALSE,0.617,0.892,1,-3.143,0,0.0489,0.0169,0.000202,0.224,0.596,115.082,208053
5847,spotify:track:5Sey3HgGa6KB46mlOyCClZ,11,Calling (Lose My Mind) - Radio Edit,1/1/2012,56,FALSE,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,205440
5848,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,226,Roses - Imanbek Remix,9/13/2019,85,TRUE,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219
5851,spotify:track:2PzCOP5Aj9SABiBgNEZ52G,25,Gimme! Gimme! Gimme! (A Man After Midnight),1979,64,FALSE,0.747,0.492,10,-9.616,1,0.04,0.0163,0.00897,0.224,0.533,119.531,292571
5852,spotify:track:2ouURa1AIXp3AvkS52Jry5,30,Every Morning,12/23/1998,65,FALSE,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867
5853,spotify:track:6zeDYmP3ARpURvpK29Q09P,15,Someday,12/23/1998,58,FALSE,0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0862,0.21,0.938,110.857,242800
5854,spotify:track:57Xjny5yNzAcsxnusKmAfA,51,Reptilia,10/28/2003,73,FALSE,0.486,0.666,9,-5.084,1,0.033,0.000563,0.789,0.101,0.741,157.992,219754
5857,spotify:track:7n1940b6kHcaEewFSZXnXa,45,Better Not (with Wafia),10/26/2018,73,FALSE,0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,222866
5860,spotify:track:0kYUrLVQOfx21xuXu7OGrT,23,All These Things That I've Done,6/15/2004,65,FALSE,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13E-06,0.118,0.216,118.241,301573
5861,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,62,All The Stars (with SZA),2/9/2018,78,TRUE,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187
5863,spotify:track:4aVuWgvD0X63hcOCnZtNFA,45,Hold the Line,10/10/1978,76,FALSE,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547
5865,spotify:track:1y4jsQt7MjnZhiD1L6qFBC,60,Cradles,1/4/2019,76,FALSE,0.534,0.589,1,-1.865,1,0.325,0.256,6.02E-05,0.176,0.632,78.616,209829
5867,spotify:track:3AHqaOkEFKZ6zEHdiplIv7,50,Tokyo Drifting (with Denzel Curry),11/13/2019,71,TRUE,0.708,0.496,8,-8.175,0,0.0496,0.0816,0.000109,0.102,0.412,128.914,217693
5869,spotify:track:4VqPOruhp5EdPBeR92t6lQ,37,Uprising,9/10/2009,75,FALSE,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840
5870,spotify:track:1kusepF3AacIEtUTYrw4GV,49,Paper Planes,1/1/2007,56,FALSE,0.447,0.848,2,-6.175,1,0.222,0.033,7.45E-05,0.722,0.485,172.247,203760
5872,spotify:track:5X3VpTYsESWoh80dMa60jd,10,The City (with Quinn XCII),10/26/2018,60,FALSE,0.531,0.675,0,-3.281,1,0.33,0.121,0,0.327,0.799,177.953,186046
5874,spotify:track:5uu28fUesZMl89lf9CLrgN,15,Feels Great (feat. Fetty Wap & CVBZ),10/12/2017,63,TRUE,0.522,0.833,0,-3.715,1,0.0575,0.0454,0,0.127,0.296,180.009,193569
5875,spotify:track:1H47LILEj9nGb74EPcZKWw,10,Champagne & Sunshine (Ellusive Remix),3/31/2017,66,TRUE,0.568,0.79,8,-4.411,1,0.0791,0.174,0,0.269,0.566,109.747,184000
5876,spotify:track:2sKTYRCgUHXmIhI2hoBuZE,16,When I Get There,2/10/2017,62,FALSE,0.694,0.483,0,-7.157,1,0.0359,0.000196,0.557,0.134,0.132,96.029,220000
5879,spotify:track:1zEhH5BmSpKi1mRSIfBDOq,15,Best Friend,4/13/2018,66,TRUE,0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023,184880
5881,spotify:track:4cWafPsRizm6woL5j4HNTD,13,(It Happens) Sometimes,8/31/2018,64,FALSE,0.833,0.886,11,-6.767,1,0.0573,0.000431,0.00451,0.11,0.604,122.025,202276
5882,spotify:track:3T00mhdOYUuM5yiuPs3xhs,12,San Frandisco,9/20/2019,64,FALSE,0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000
5884,spotify:track:3OaunNUlXXs5e2PXtNAzzG,63,UCLA,7/27/2018,75,TRUE,0.536,0.879,1,-3.019,1,0.0621,0.0742,0,0.0847,0.334,140.137,192000
5886,spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,49,I Follow Rivers - The Magician Remix,10/10/2011,73,FALSE,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070
5887,spotify:track:5QifrqmnjHzdOuBAheeeNU,16,Say Something - Zac Samuel Remix,1/1/2014,68,FALSE,0.701,0.667,7,-6.177,1,0.0361,0.0121,6.53E-06,0.148,0.675,119.975,213135
5888,spotify:track:72ahyckBJfTigJCFCviVN7,50,Don't Bring Me Down,5/31/1979,72,FALSE,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373
5889,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,60,Losing It,7/13/2018,78,FALSE,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,248036
5892,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,89,American Boy,3/28/2008,78,TRUE,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733
5893,spotify:track:62N2JSA0jHmSH7Va9t7hIf,29,Habits (Stay High) - Hippie Sabotage Remix,1/1/2014,66,FALSE,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.874,0.0933,0.0656,121.011,258933
5894,spotify:track:6YfTl5YupXOQBKiJJLrxcw,17,Death (feat. DaBaby),11/12/2019,69,TRUE,0.802,0.82,10,-5.969,0,0.146,0.0579,0,0.149,0.613,164.005,172196
5895,spotify:track:1GqluCmHkW69FPpe8OlnB5,10,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),1/10/2020,65,TRUE,0.833,0.614,2,-4.842,1,0.17,0.13,0,0.0858,0.389,100.03,198608
5896,spotify:track:7LGWmZaoS7jZJ5tEi9EcDi,52,HAD ENOUGH (feat. Quavo & Offset),12/27/2019,71,TRUE,0.75,0.789,2,-4.578,1,0.108,0.253,0,0.129,0.673,147.957,157133
5897,spotify:track:7qeWNGBqqagdwf4KnjRzGZ,11,U Played (feat. Lil Baby),1/10/2020,70,TRUE,0.874,0.847,2,-3.574,1,0.233,0.00341,0,0.29,0.881,134.965,164754
5898,spotify:track:0Pqix0NTfbuROfPbaZbBgp,10,Protect Da Brand (feat. DaBaby),1/10/2020,62,TRUE,0.849,0.577,1,-6.802,1,0.181,0.0266,0,0.104,0.617,144.073,180020
5900,spotify:track:598yNsG1JFrGd4n2kMoz7F,39,Woah,11/8/2019,76,TRUE,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011
5901,spotify:track:7tgjDlQsMR8RvkdlNCJA58,37,6 Kiss,11/22/2019,74,TRUE,0.687,0.449,2,-10.061,1,0.154,0.109,0,0.282,0.229,142.048,199437
5903,spotify:track:35Xf2ABjPzUXKz19akd7Jj,18,Famous Hoes,12/10/2019,71,TRUE,0.732,0.627,4,-5.693,0,0.161,0.346,0,0.261,0.332,81.481,135460
5904,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,42,Futsal Shuffle 2020,12/12/2019,75,TRUE,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913
5905,spotify:track:4MzhmCOgPB7xb87f1CXjlA,18,Thug Love,2/14/2020,64,TRUE,0.54,0.643,5,-4.707,0,0.288,0.428,0,0.174,0.328,178.125,181744
5906,spotify:track:6x0QNM6f0C2JEjK0hFF8Ca,17,Big Stepper,12/6/2019,66,TRUE,0.753,0.597,8,-8.469,1,0.292,0.0477,0,0.197,0.616,76.997,175170
5907,spotify:track:4IO8X9W69dIQe0EC5ALXhq,23,Immortal,10/31/2019,73,TRUE,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,254723
5908,spotify:track:0fySG6A6qLE8IvDpayb5bM,113,VIBEZ,9/27/2019,81,TRUE,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935
5909,spotify:track:577YBGuskWkVDCxZrLRB4v,23,Pure Cocaine,11/30/2018,73,TRUE,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024
5913,spotify:track:42k9e2hgl98IdgkXLg4pxs,11,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",11/6/2018,64,TRUE,0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309,265120
5914,spotify:track:6vN77lE9LK6HP2DewaN6HZ,50,Yes Indeed,5/18/2018,79,TRUE,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,142273
5915,spotify:track:7A20WnLkjtZU2d7hIB6Ziu,39,Start Wit Me (feat. Gunna),12/6/2019,74,TRUE,0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,158692
5916,spotify:track:733c1CWmIGymoQXdp7Us88,83,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",2/14/2020,78,TRUE,0.819,0.654,11,-6.665,0,0.136,0.517,0,0.0996,0.455,133.503,188563
5917,spotify:track:4CXSzoyTD2MmedFArsSIUp,12,DTB 4 Life,2/14/2020,61,TRUE,0.566,0.676,1,-6.05,1,0.128,0.00905,0,0.0878,0.123,84.683,175107
5918,spotify:track:2NyrXRn4tancYPW6JwtTl2,18,From The D To The A (feat. Lil Yachty),3/17/2017,71,TRUE,0.851,0.625,10,-5.417,0,0.303,0.195,0,0.266,0.668,99.061,158684
5919,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,44,10 Freaky Girls (with 21 Savage),11/6/2018,77,TRUE,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,208293
5920,spotify:track:6gBFPUFcJLzWGx4lenP6h2,172,goosebumps,9/16/2016,90,TRUE,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837
5921,spotify:track:1bRO28yzxgO3y3UmNR29TZ,23,"I Do It (ft. Big Sean, Lil Baby)",1/31/2020,69,TRUE,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440
5922,spotify:track:5wujBwqG7INdStqGd4tRMX,64,Armed And Dangerous,12/10/2018,82,TRUE,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,169999
5923,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,100,Bandit (with YoungBoy Never Broke Again),10/4/2019,85,TRUE,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
5924,spotify:track:028JxheELfIvvY4zBXuMjw,18,Heartless (feat. Mustard),9/20/2019,62,TRUE,0.776,0.64,7,-8.058,1,0.183,0.15,0,0.0983,0.326,160.038,201627
5925,spotify:track:4iiWcajF1fEUpwcUewc464,51,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",2/15/2020,72,TRUE,0.81,0.566,5,-8.33,1,0.433,0.107,0,0.122,0.582,142.069,315346
5928,spotify:track:5FkoSXiJPKTNyYgALRJFhD,78,ORANGE SODA,7/19/2019,78,TRUE,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882
5932,spotify:track:5rU6kDNXZLXIinFezpbWbO,25,Tap (feat. Meek Mill),3/26/2019,74,TRUE,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,148278
5933,spotify:track:4B7fTyj1FIPvP9tT5X3DnR,12,Behind Barz - Bonus,9/13/2019,66,TRUE,0.854,0.554,8,-4.684,1,0.172,0.769,1.84E-06,0.0749,0.272,142.069,163121
5935,spotify:track:3o0nkjyy6eZL5lZcEpvJec,13,King Of My City,2/14/2020,66,TRUE,0.48,0.679,4,-6.776,0,0.264,0.452,0,0.152,0.29,81.186,148676
5936,spotify:track:0W64NfLrIsRTAFObko6uJx,26,Leaked,10/11/2019,74,TRUE,0.51,0.619,7,-7.918,1,0.281,0.801,0,0.0811,0.321,97.018,220240
5938,spotify:track:0j2CNrgtalXRGIvHMO2vzh,11,Letter To Nipsey (feat. Roddy Ricch),1/27/2020,64,TRUE,0.744,0.702,7,-6.255,0,0.288,0.264,0,0.12,0.338,91.885,167845
5939,spotify:track:01JMnRUs2YOK6DDpdQASGY,17,Grace (feat. 42 Dugg),2/28/2020,73,TRUE,0.817,0.513,10,-6.263,0,0.394,0.38,0,0.109,0.177,123.029,203438
5941,spotify:track:1mHLxIGKfmWBdH1bZzO7pW,10,ABG,5/29/2018,66,TRUE,0.722,0.81,5,-3.395,1,0.373,0.482,0,0.0954,0.937,176.108,234556
5944,spotify:track:2XEsbmynS9dLSzNSuZzfXF,11,Same Thing,2/28/2020,61,TRUE,0.902,0.85,7,-6.39,1,0.358,0.0389,0,0.0838,0.556,120.132,162791
5945,spotify:track:6vxU64pcIuQ38O015Zy4qj,45,Homecoming,3/6/2020,70,TRUE,0.929,0.563,9,-7.428,1,0.49,0.000592,0,0.244,0.353,129.957,213885
5946,spotify:track:7hav1MHURQf5SAoPk0egqh,76,Baby Pluto,3/6/2020,75,TRUE,0.772,0.634,10,-6.101,0,0.212,0.135,0,0.432,0.671,160.052,210261
5947,spotify:track:6YAxCn4juTWn5hWl2hzHGw,14,You Better Move,3/6/2020,66,TRUE,0.842,0.556,8,-6.793,1,0.442,0.159,0,0.204,0.306,118.836,196639
5948,spotify:track:7gHZGXSJzM29WA384suYY2,12,Secure The Bag,3/6/2020,63,TRUE,0.803,0.719,0,-4.485,1,0.392,0.344,0,0.425,0.549,129.945,238425
5949,spotify:track:2ajzBr7vwHTEBeqDzcsNRC,55,That Way - Bonus Track,3/6/2020,75,TRUE,0.712,0.598,7,-5.368,0,0.0388,0.0546,0,0.154,0.504,130.007,212354
5950,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,136,P2,3/6/2020,82,TRUE,0.775,0.72,11,-5.353,0,0.193,0.0236,0,0.114,0.49,155.086,234627
5951,spotify:track:6uYgCE2OEulOw5zhHvZsHf,21,Love Me More,11/22/2019,72,TRUE,0.638,0.539,10,-5.853,1,0.0504,0.22,0,0.241,0.247,83.381,143713
5953,spotify:track:1ttPzkTSpQUFcEGx8bjerL,21,Every Season,11/2/2018,71,TRUE,0.936,0.704,5,-5.47,0,0.457,0.0632,0,0.104,0.566,130.022,214376
5954,spotify:track:0RLLvYBopDwooCyvnTwgYu,53,F.N,10/11/2019,82,TRUE,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1,224000
5955,spotify:track:7wsmIIm0xWmtP7TmACXkJn,130,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),3/9/2020,79,TRUE,0.836,0.617,0,-4.363,1,0.0534,0.17,0,0.319,0.866,138.066,206702
5956,spotify:track:7wxl36fAGU3Afv87ZblUwg,11,Forget That (feat. Rylo Rodriguez),2/28/2020,59,TRUE,0.897,0.574,8,-8.017,1,0.406,0.0498,6.38E-06,0.122,0.769,150.085,167172
5957,spotify:track:6CUP2khYzdphXebxVTfPE3,71,Lo Mein,3/6/2020,75,TRUE,0.855,0.676,1,-5.736,1,0.325,0.0888,0,0.144,0.509,133.082,195299
5958,spotify:track:1jDbQz6tr52WgScCTXMnaN,13,POP,3/6/2020,64,TRUE,0.741,0.599,1,-6.672,0,0.419,0.00961,0,0.785,0.276,139.891,227474
5959,spotify:track:1xcOYJxDa5pObgxY1r0I9c,32,I'm Sorry,3/6/2020,68,TRUE,0.858,0.547,1,-5.822,1,0.29,0.213,0,0.104,0.303,128.02,211883
5960,spotify:track:0B8QzDH7YWih85V5SEMnyJ,35,Money Longer,5/27/2016,75,TRUE,0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,198944
5963,spotify:track:7022xokeCJFSeZxw2npVkn,14,It Takes Time,5/14/2017,69,TRUE,0.845,0.304,10,-16.441,1,0.195,0.371,0,0.112,0.413,90.01,282667
5964,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ,11,Dark Queen,8/25/2017,69,TRUE,0.747,0.606,4,-5.286,1,0.172,0.222,0,0.281,0.2,155.055,173419
5965,spotify:track:0OsYwz3SCLD98IvWfdLeRQ,11,Shotta Flow 3,7/23/2019,69,TRUE,0.724,0.716,8,-5.258,0,0.385,0.00843,0,0.892,0.812,128.026,181238
5966,spotify:track:2gwkD6igEhQbDQegRCcdoB,90,Suge,3/1/2019,81,TRUE,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
5967,spotify:track:6oV5zsbz9V2nZ79PYam9yC,10,Shotta Flow 2,2/16/2019,66,TRUE,0.746,0.527,1,-6.93,1,0.259,0.00388,0,0.296,0.392,131.792,132987
5969,spotify:track:7DcvwMAiqKJQD1rrdfxSDx,62,The London (feat. J. Cole & Travis Scott),5/23/2019,78,TRUE,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,200107
5972,spotify:track:77KMttn3Lic7ZQKDlPqp8v,21,INTRO,9/27/2019,70,TRUE,0.862,0.685,0,-7.699,0,0.242,0.0342,0,0.204,0.672,100.024,172800
5973,spotify:track:2BSbCCbaSCzkOEZa6N5901,14,Flaws And Sins,3/8/2019,73,TRUE,0.709,0.662,8,-4.55,1,0.0766,0.00966,0,0.108,0.439,150.046,218349
5974,spotify:track:2FvD20Z8aoWIePi7PoN8sG,111,TOES (feat. Lil Baby & Moneybagg Yo),9/27/2019,80,TRUE,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84E-06,0.0916,0.542,160.004,136366
5975,spotify:track:3QzAOrNlsabgbMwlZt7TAY,188,Ballin' (with Roddy Ricch),6/28/2019,86,TRUE,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435
5976,spotify:track:4pCEIQ6wBVuaJdER5bALtO,13,That's a Rack,4/9/2019,68,TRUE,0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,236571
5979,spotify:track:0LVaWrTztFOuN7g7gcyLs8,17,Luv Is Art (feat. Lil Uzi Vert),2/14/2020,62,TRUE,0.489,0.554,2,-8.437,1,0.183,0.212,1.90E-06,0.088,0.331,86.584,161056
5981,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja,44,Me and My Guitar,2/14/2020,76,TRUE,0.644,0.587,7,-6.736,0,0.353,0.473,0,0.0759,0.68,173.972,161765
5982,spotify:track:3BYIzNZ3t9lRQCACXSMLrT,25,Venetia,3/6/2020,69,TRUE,0.775,0.757,9,-4.139,1,0.175,0.162,0,0.148,0.562,142.933,188800
5984,spotify:track:3faAAUxohrxqYhPlneZ3XV,18,UP THE SMOKE (with Offset),1/17/2020,72,TRUE,0.899,0.735,4,-7.719,1,0.4,0.0506,0,0.15,0.884,143.001,188107
5986,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,103,Robbery,3/8/2019,87,TRUE,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051
5989,spotify:track:7lxOjQyVsHQ8toQeT7IgCc,21,Wish,3/23/2018,68,TRUE,0.57,0.903,9,-4.835,1,0.0905,0.0748,0,0.199,0.603,93.943,175273
5991,spotify:track:41MCdlvXOl62B7Kv86Bb1v,30,Empty,3/8/2019,79,TRUE,0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557,248431
5993,spotify:track:0s3nnoMeVWz3989MkNQiRf,22,Lucid Dreams,5/23/2018,6,TRUE,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836
5994,spotify:track:4paAidoE8VAemwU4jgCc6l,18,all my friends,12/21/2018,68,TRUE,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16E-06,0.118,0.206,130.09,211785
5995,spotify:track:6gzIcEUuswJQGfJNPYMjjv,16,Hard Work Pays Off,10/19/2018,70,TRUE,0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,224507
5997,spotify:track:0AICBlLzFCTpUqmAbtzB2z,27,Love Scars,5/14/2017,74,TRUE,0.659,0.614,9,-7.32,0,0.0541,0.000404,0,0.123,0.26,119.405,143969
5998,spotify:track:4mHgYpuGHu99Mw69E83CP2,58,Taking A Walk,8/10/2018,78,TRUE,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,121680
5999,spotify:track:5mCPDVBb16L4XQwDdbRUpz,95,Passionfruit,3/18/2017,80,TRUE,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941
6000,spotify:track:0IpnZchq8ek2A6pGEP2Qb1,67,Bean (Kobe) [feat. Chief Keef],3/13/2020,75,TRUE,0.733,0.567,0,-6.718,1,0.319,0.0129,0,0.382,0.319,75.491,238816
6001,spotify:track:4SnlSaLJJ7reJMCHM5YUuX,28,Lotus,3/13/2020,66,TRUE,0.802,0.748,8,-5.708,1,0.207,0.24,0,0.165,0.516,150.063,193861
6002,spotify:track:59JWp4PjZ9TRM8cmtaDYB1,82,Yessirskiii,3/13/2020,76,TRUE,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61E-06,0.102,0.763,140.007,219340
6003,spotify:track:6yz0Jndhv0QjKdpcEMbOjz,14,Shake It Up,8/10/2018,68,TRUE,0.776,0.608,10,-6.478,0,0.104,0.128,0,0.0932,0.402,156.025,116681
6005,spotify:track:2ktxr00GpTtbMNeBjNeY8D,36,Who Needs Love,11/22/2019,76,TRUE,0.85,0.516,0,-7.664,0,0.0714,0.763,0,0.0896,0.874,108.963,158532
6006,spotify:track:3RZftiuTcLOqpsd8ZlwNhr,33,Hop Off A Jet (feat. Travis Scott),12/20/2019,69,TRUE,0.823,0.476,7,-8.951,1,0.242,0.0115,0,0.213,0.353,144.998,174067
6007,spotify:track:4ea9w8c4ROqiZpJVhfBA3m,29,Hot (Remix) [feat. Gunna and Travis Scott],12/20/2019,73,TRUE,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,279907
6010,spotify:track:3EVzllf30zIBAtKb75bs1W,13,Forever (feat. Lil Wayne),2/28/2020,61,TRUE,0.619,0.668,4,-2.115,0,0.271,0.0799,0,0.122,0.147,76.514,201616
6012,spotify:track:7Fos4vYGRc7HYzzrKCEzAE,15,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",2/28/2020,62,TRUE,0.466,0.653,1,-6.679,1,0.123,0.116,0,0.14,0.112,82.463,182330
6014,spotify:track:43YQDj1KOPMFAUcTEPKy4p,19,Millions,12/20/2019,63,TRUE,0.942,0.531,1,-7.51,1,0.215,0.00236,0.000106,0.0812,0.74,99.027,157520
6015,spotify:track:4YcWzLSnGqLjSCycuSMHnn,40,Prices,3/6/2020,71,TRUE,0.786,0.683,7,-5.397,1,0.205,0.173,0,0.706,0.57,126.002,233333
6019,spotify:track:25B5fGr9K0VdZJiRFsnMO4,25,Celebration Station,3/6/2020,67,TRUE,0.748,0.771,6,-4.156,1,0.15,0.101,0,0.135,0.792,142.086,195058
6020,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,14,Blood On My Denim,2/14/2020,61,TRUE,0.842,0.52,7,-6.51,1,0.122,0.386,0,0.115,0.482,109.008,196619
6023,spotify:track:1AdXchAT6hBUm5d6y4nKjI,20,21,11/2/2018,67,TRUE,0.673,0.715,3,-5.239,0,0.0891,0.1,0,0.115,0.712,155.992,170853
6025,spotify:track:3WyRgi8CzQnhzO0xw79tTS,22,Goin Baby,3/1/2019,74,TRUE,0.755,0.772,6,-5.585,1,0.4,0.128,0,0.157,0.678,132.906,141827
6029,spotify:track:0O7mJ0noFBLn8MMUJrFaF1,10,PROLLY HEARD,9/27/2019,59,TRUE,0.884,0.783,1,-2.388,1,0.294,0.0744,0,0.12,0.929,124.052,143226
6030,spotify:track:0WoAkdHmgPmEXfiBox1flk,14,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",9/27/2019,60,TRUE,0.676,0.664,8,-4.435,1,0.343,0.0387,0,0.0475,0.838,161.867,214893
6032,spotify:track:6ya8ejoKgw906Y8LWclqrp,24,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),2/15/2019,71,TRUE,0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,233278
6034,spotify:track:46mT9NR7N9Zf5MolcrBgE3,11,Chrome Heart Tags,3/6/2020,64,TRUE,0.702,0.768,0,-4.055,1,0.0669,0.541,0,0.105,0.574,70.056,212821
